filename,before_hash,ctxr_hash,mipmaps,origin_folder,opacity_stripped,upscaled,upscaler_version,upscaler_type
0009bc34,f440b028952b70270ae2c9a2f0732eb1db49fe8e,0d7812d43fd2f24f32ebf01d712f1435ffdfecb1,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none
0051a133,6ea3ef9b9433209eb5c7867110a611062a3a863a,00b63cd9d1150eb56aceefc2a6d5066fc2b5d3c4,false,ps2 textures\tri with alpha\no_mip_fixes\ui,false,false,0,none
006e6ff1,3d5df1d18a4f17fef94dcd7dca23c8303428a4d6,4de784850971633e1d94d6505a0497e43776cc37,false,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,false,0,none
00fcb7ac,37640cee69515a16a1af9f04c5550909d13d9fb4,4050076bfc29d9cf83efe6440ee33fd369d3124d,false,ps2 textures\OPAQUE\bp_remade\no_mip_fixes\ui,true,false,0,none
00fcbfac,06990c053a14b6c8296b13965b3188db6020d563,61ea7f1ec23ba5134003c59c1a578a907e14f9c6,false,ps2 textures\OPAQUE\bp_remade\no_mip_fixes\ui,true,false,0,none
animal_alp_ovl.bmp,11a5400e34fd501c1796238192c86657deca3da8,b64ab566f1b856c94f432e0a29b253e9d5c7e2e4,false,ps2 textures\OPAQUE\bp_remade\no_mip_fixes\ui,true,false,0,none
berrazano_alp_ovl.bmp,9ac32018cb46eac983a5663665d4c5ed53b0c803,6ac2cb11c5e242ada76a97328266ef5e9af56d65,false,ps2 textures\HAS ALPHA\no_mip_fixes\ui,false,false,0,none
bigshell_alp_ovl.bmp,080a4eb6a939a3e2838020627227a7480b51f0bf,5a438286762c1a8dcc46513da1ef78f766b84979,false,ps2 textures\HAS ALPHA\no_mip_fixes\ui,false,false,0,none
taisa_gb_alp_ovl.bmp,4bca4bde1db6097d4e2064a0cf7822e20c5ad9f3,b20a798111a22fcf91999a00c9a7e766ddf07995,false,ps2 textures\OPAQUE\no_mip_fixes\ui,true,false,0,none
taisa_mgs1_alp_ovl.bmp,917fe43c17b7b6d1f2627234495c3ebcb4faccc8,8ca035bf537fea04a3cf437885eb3785407dedfa,false,ps2 textures\OPAQUE\no_mip_fixes\ui,true,false,0,none
taisa_msx_alp_ovl.bmp,121715b5870192f72a0866bf9e5bbc9ea3e947f3,13bbd7a2663e498c81432c3b710ed36b189b4339,false,ps2 textures\OPAQUE\no_mip_fixes\ui,true,false,0,none
