filename,before_hash,ctxr_hash,mipmaps,origin_folder,opacity_stripped,upscaled,upscaler_version,upscaler_type,non_upscaled_version,ctxr3_converted,npot_resized
0009bc34,c68cd2b9ee0a8f85984570a53f2c1a284660228d,f76792df67166074d62d96bc197599cfe533382c,true,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,0,false,false
0009bc34_b930b4499997afc4e26e408ea169f9c7,ba34283c172431fa75f69d68824c7d23d92fb6c2,368d27499cfad468b84082288ff1362021fc520f,true,ps2 textures\HAS ALPHA\bp_remade\no_mip_fixes\ui,false,true,5,remarci_4x,0,false,false
001463f1,f7fd3a851653ee8d176b68ef7abe42cfea5ee22b,f8b07d27e6f6c5b80ad1a9f0cb045cc9f7c52569,true,Self Remade\Finalized\Not Demaster Fixed\Demaster Fixed\Shared\UI\Shared,false,true,5,remarci_4x,0,false,false
00481d9d,606a055cea5eadff5bafb1f8b1249fb3ad4dbbdc,9c0f55a3132e45b7ffb20f6b9c7a90903a1cb1cf,true,Self Remade\Finalized\Not Demaster Fixed\Demaster Fixed\Shared\UI\Shared,false,true,5,remarci_4x,0,false,false
004d1d9d,cf331eec33ffcc8f25791c584624784242ae062f,1fdc6cea3fb621ef1d5fb1840fd9396b70befa70,true,Self Remade\Finalized\Not Demaster Fixed\Demaster Fixed\Shared\UI\Shared,false,true,5,remarci_4x,0,false,false
004f1d9d,0e86b4aa99c3edc58b888322c418cad2a285813a,999dea81a541d3989c4dbe0de786ef5e92f7b129,true,Self Remade\Finalized\Not Demaster Fixed\Demaster Fixed\Shared\UI\Shared,false,true,5,remarci_4x,0,false,false
006f7421,1e5ab9bbc6d62a3366af50e38f6a13e3230ced07,e70ab55272c7eb30338856505cf422c3a8460bed,true,Self Remade\Finalized\Not Demaster Fixed\Demaster Fixed\Shared\UI\Shared,false,true,5,remarci_4x,0,false,false
00bc9205,7296cd13cf0ecc546eb543aff8def4a7a1fb9d94,40323e3264fd61c4f02adcad718c8075ea39525e,true,Self Remade\Finalized\Not Demaster Fixed\Demaster Fixed\Shared\UI\Shared,false,true,5,remarci_4x,0,false,false
00cdeba7,a3b7940c108209344bc299ad557a8a17802cfe0d,f0c78e86a606967fb75668f64bb6eadd35c64618,true,Self Remade\Finalized\Not Demaster Fixed\Demaster Fixed\Shared\UI\Shared,false,true,5,remarci_4x,0,false,false
animal_alp_ovl.bmp,22092c1a8c2e2c08d3422e901e9ced2710ae33b3,9dc4f5247662afcab4bc5fce203264f24b49323b,false,ps2 textures\OPAQUE\bp_remade\no_mip_fixes\ui,true,false,0,none,5,true,false
berrazano_alp_ovl.bmp,b6e7fc9d4e7a0b790e037b9f2636ea2b25f61f6b,d89b394a523a9d2280ed302449a671aa3307a77a,true,ps2 textures\HAS ALPHA\no_mip_fixes\ui,false,true,5,remarci_4x,0,false,false
bigshell_alp_ovl.bmp,e0408dfd956bfab331a23cd0396452d103675223,73561b50ac6951856124bb63b62ab893041c1720,true,ps2 textures\HAS ALPHA\no_mip_fixes\ui,false,true,5,remarci_4x,0,false,false
exit_alp_ovl.bmp,1c2913c5cb84c29895b37e6751173a25ac9456ff,4568fa36ca8cbbef39a30a882778a450a6946b2e,true,Self Remade\Finalized\Not Demaster Fixed\Demaster Fixed\Shared\UI\Shared,false,true,5,remarci_4x,0,false,false
taisa_gb_alp_ovl.bmp,55f856a9edaa268f5cf745d2f240923f6c94dd0e,9e90a8513ddcf0e1835fab1e808dec9cae52b154,false,ps2 textures\OPAQUE\no_mip_fixes\ui,true,false,0,none,5,true,false
taisa_mgs1_alp_ovl.bmp,0a33d4a50c5dfeb1ae3c7f0beaee46420545f23f,b3ada927ecd88fb2993c2f77ef52794d43038f9a,false,ps2 textures\OPAQUE\no_mip_fixes\ui,true,false,0,none,5,true,false
title_logo_blue_alp_ovl.bmp,07b7caa1f8614fbf2bba003d4f467d617477ac5c,a5acd0da69a228e4beec3bef73a30a133b1a3fca,true,Self Remade\Finalized\Not Demaster Fixed\Demaster Fixed\Shared\UI\Shared,false,true,5,remarci_4x,0,false,false
